fold,epoch,f1,precision,recall,loss
4,1,0.6591076254844666,0.7446675300598145,0.6568898558616638,0.7764499187469482
4,2,0.7326697111129761,0.7376957535743713,0.7299391031265259,0.7216654419898987
4,3,0.732300877571106,0.7523041367530823,0.722744882106781,0.6903417706489563
4,4,0.7374629974365234,0.7702303528785706,0.7216380834579468,0.652384340763092
4,5,0.7448378801345825,0.7869147658348083,0.725511908531189,0.623224139213562
4,6,0.7500002980232239,0.7979369163513184,0.7277255058288574,0.5936896800994873
4,7,0.7551627159118652,0.8125383853912354,0.7315993309020996,0.5687655210494995
4,8,0.7689900398254395,0.8200607895851135,0.7465412020683289,0.5458784699440002
4,9,0.7778395414352417,0.8255884051322937,0.7570558786392212,0.5257965326309204
4,10,0.7859517931938171,0.8270721435546875,0.7675705552101135,0.5062220096588135
